set_id,predicted_finger_id,eligible_notes,hard_count,hard_percentage
bl_crossing__ni_k2_r1,R4,31856,2829,0.088805876443998
bl_crossing__ni_k2_r1,R5,40324,3028,0.0750917567701617
bl_crossing__ni_k2_r1,NA,0,0,
bl_crossing__ni_k2_r2,L1,56961,5129,0.09004406523761872
bl_crossing__ni_k2_r2,L2,42151,4617,0.1095347678584138
bl_crossing__ni_k2_r2,L3,32568,4177,0.12825472856791942
bl_crossing__ni_k2_r2,L4,17383,2848,0.16383823275614107
bl_crossing__ni_k2_r2,L5,41112,5086,0.12371083868456899
bl_crossing__ni_k2_r2,R1,65498,6397,0.09766710433906378
bl_crossing__ni_k2_r2,R2,58395,6020,0.10309101806661529
bl_crossing__ni_k2_r2,R3,48125,5446,0.11316363636363637
bl_crossing__ni_k2_r2,R4,31856,4261,0.133758161727775
bl_crossing__ni_k2_r2,R5,40324,4763,0.11811824223787323
bl_crossing__ni_k2_r2,NA,0,0,
bl_crossing__ni_k2_r4,L1,56961,9185,0.16125068029002299
bl_crossing__ni_k2_r4,L2,42151,7595,0.18018552347512515
bl_crossing__ni_k2_r4,L3,32568,6483,0.19906042741341193
bl_crossing__ni_k2_r4,L4,17383,4213,0.24236322844158084
bl_crossing__ni_k2_r4,L5,41112,7946,0.1932769021210352
bl_crossing__ni_k2_r4,R1,65498,11175,0.17061589666860058
bl_crossing__ni_k2_r4,R2,58395,9928,0.1700145560407569
bl_crossing__ni_k2_r4,R3,48125,8784,0.1825246753246753
bl_crossing__ni_k2_r4,R4,31856,6643,0.20853214465092917
bl_crossing__ni_k2_r4,R5,40324,7728,0.1916476540025791
bl_crossing__ni_k2_r4,NA,0,0,
bl_crossing__ni_k3_r1,L1,56961,636,0.011165534312950967
bl_crossing__ni_k3_r1,L2,42151,1417,0.03361723328034922
bl_crossing__ni_k3_r1,L3,32568,1703,0.05229059199213952
bl_crossing__ni_k3_r1,L4,17383,1334,0.0767416441350745
bl_crossing__ni_k3_r1,L5,41112,1970,0.04791788285658689
bl_crossing__ni_k3_r1,R1,65498,899,0.013725609942288315
bl_crossing__ni_k3_r1,R2,58395,1761,0.030156691497559722
bl_crossing__ni_k3_r1,R3,48125,1968,0.040893506493506496
bl_crossing__ni_k3_r1,R4,31856,1571,0.04931567051732798
bl_crossing__ni_k3_r1,R5,40324,1559,0.03866183910326357
bl_crossing__ni_k3_r1,NA,0,0,
bl_crossing__ni_k3_r2,L1,56961,1299,0.022805077158055513
bl_crossing__ni_k3_r2,L2,42151,1880,0.044601551564612936
bl_crossing__ni_k3_r2,L3,32568,2087,0.06408130680422501
bl_crossing__ni_k3_r2,L4,17383,1575,0.09060576425243054
bl_crossing__ni_k3_r2,L5,41112,2398,0.05832846857365246
bl_crossing__ni_k3_r2,R1,65498,1648,0.025161073620568568
bl_crossing__ni_k3_r2,R2,58395,2346,0.04017467248908297
bl_crossing__ni_k3_r2,R3,48125,2463,0.05117922077922078
bl_crossing__ni_k3_r2,R4,31856,1948,0.06115017579105977
bl_crossing__ni_k3_r2,R5,40324,2030,0.050342227953576034
bl_crossing__ni_k3_r2,NA,0,0,
bl_crossing__ni_k3_r4,L1,56961,2472,0.04339811449939432
bl_crossing__ni_k3_r4,L2,42151,2753,0.06531280396669119
bl_crossing__ni_k3_r4,L3,32568,2743,0.08422377794153771
bl_crossing__ni_k3_r4,L4,17383,2034,0.11701087269171029
bl_crossing__ni_k3_r4,L5,41112,3213,0.0781523642732049
bl_crossing__ni_k3_r4,R1,65498,3054,0.04662737793520413
bl_crossing__ni_k3_r4,R2,58395,3410,0.05839541056597312
bl_crossing__ni_k3_r4,R3,48125,3454,0.07177142857142857
bl_crossing__ni_k3_r4,R4,31856,2678,0.08406579608237066
bl_crossing__ni_k3_r4,R5,40324,2905,0.07204146414046225
bl_crossing__ni_k3_r4,NA,0,0,
bl_crossing__ni_k5_r1,L1,56961,71,0.0012464668808482998
bl_crossing__ni_k5_r1,L2,42151,961,0.02279898460297502
bl_crossing__ni_k5_r1,L3,32568,1379,0.042342176369442396
bl_crossing__ni_k5_r1,L4,17383,1092,0.06281999654835184
bl_crossing__ni_k5_r1,L5,41112,1539,0.03743432574430823
bl_crossing__ni_k5_r1,R1,65498,85,0.001297749549604568
bl_crossing__ni_k5_r1,R2,58395,1237,0.02118332048976796
bl_crossing__ni_k5_r1,R3,48125,1526,0.03170909090909091
bl_crossing__ni_k5_r1,R4,31856,1214,0.038108990457056756
bl_crossing__ni_k5_r1,R5,40324,1134,0.028122210098204543
bl_crossing__ni_k5_r1,NA,0,0,
bl_crossing__ni_k5_r2,L1,56961,149,0.002615824862625305
bl_crossing__ni_k5_r2,L2,42151,1012,0.024008920310312924
bl_crossing__ni_k5_r2,L3,32568,1429,0.043877425693932694
bl_crossing__ni_k5_r2,L4,17383,1122,0.06454582062935052
bl_crossing__ni_k5_r2,L5,41112,1584,0.03852889667250438
bl_crossing__ni_k5_r2,R1,65498,172,0.0026260343827292434
bl_crossing__ni_k5_r2,R2,58395,1293,0.022142306704341124
bl_crossing__ni_k5_r2,R3,48125,1583,0.032893506493506496
bl_crossing__ni_k5_r2,R4,31856,1256,0.03942742340532396
bl_crossing__ni_k5_r2,R5,40324,1177,0.02918857256224581
bl_crossing__ni_k5_r2,NA,0,0,
bl_crossing__ni_k5_r4,L1,56961,257,0.0045118589912396204
bl_crossing__ni_k5_r4,L2,42151,1098,0.02604920405209841
bl_crossing__ni_k5_r4,L3,32568,1507,0.04627241464013756
bl_crossing__ni_k5_r4,L4,17383,1171,0.06736466662831501
bl_crossing__ni_k5_r4,L5,41112,1691,0.04113154310177077
bl_crossing__ni_k5_r4,R1,65498,333,0.005084124706097896
bl_crossing__ni_k5_r4,R2,58395,1412,0.024180152410309103
bl_crossing__ni_k5_r4,R3,48125,1715,0.03563636363636364
bl_crossing__ni_k5_r4,R4,31856,1353,0.04247237569060774
bl_crossing__ni_k5_r4,R5,40324,1281,0.03176768177760143
bl_crossing__ni_k5_r4,NA,0,0,
bl_step_crossing__ni_k2_r1,L1,56961,2716,0.047681747160337774
bl_step_crossing__ni_k2_r1,L2,42151,2301,0.05458945220753956
bl_step_crossing__ni_k2_r1,L3,32568,2040,0.06263817243920412
bl_step_crossing__ni_k2_r1,L4,17383,1338,0.07697175401254099
bl_step_crossing__ni_k2_r1,L5,41112,2350,0.05716092625024324
bl_step_crossing__ni_k2_r1,R1,65498,3555,0.05427646645699105
bl_step_crossing__ni_k2_r1,R2,58395,3038,0.05202500214059423
bl_step_crossing__ni_k2_r1,R3,48125,2851,0.05924155844155844
bl_step_crossing__ni_k2_r1,R4,31856,2307,0.07241963837267705
bl_step_crossing__ni_k2_r1,R5,40324,2523,0.0625681975994445
bl_step_crossing__ni_k2_r1,NA,0,0,
bl_step_crossing__ni_k2_r2,L1,56961,5129,0.09004406523761872
bl_step_crossing__ni_k2_r2,L2,42151,4098,0.09722189271903395
bl_step_crossing__ni_k2_r2,L3,32568,3451,0.10596290837632032
bl_step_crossing__ni_k2_r2,L4,17383,2216,0.1274808721164356
bl_step_crossing__ni_k2_r2,L5,41112,4105,0.09984919244989297
bl_step_crossing__ni_k2_r2,R1,65498,6397,0.09766710433906378
bl_step_crossing__ni_k2_r2,R2,58395,5446,0.09326140936724035
bl_step_crossing__ni_k2_r2,R3,48125,4801,0.09976103896103897
bl_step_crossing__ni_k2_r2,R4,31856,3774,0.11847061778001004
bl_step_crossing__ni_k2_r2,R5,40324,4302,0.10668584465826803
bl_step_crossing__ni_k2_r2,NA,0,0,
bl_step_crossing__ni_k2_r4,L1,56961,9185,0.16125068029002299
bl_step_crossing__ni_k2_r4,L2,42151,7136,0.169296102109084
bl_step_crossing__ni_k2_r4,L3,32568,5842,0.17937853107344634
bl_step_crossing__ni_k2_r4,L4,17383,3655,0.21026290053500546
bl_step_crossing__ni_k2_r4,L5,41112,7094,0.17255302588052152
bl_step_crossing__ni_k2_r4,R1,65498,11175,0.17061589666860058
bl_step_crossing__ni_k2_r4,R2,58395,9425,0.1614008048634301
bl_step_crossing__ni_k2_r4,R3,48125,8218,0.17076363636363637
bl_step_crossing__ni_k2_r4,R4,31856,6213,0.19503390256152686
bl_step_crossing__ni_k2_r4,R5,40324,7331,0.18180240055550045
bl_step_crossing__ni_k2_r4,NA,0,0,
bl_step_crossing__ni_k3_r1,L1,56961,636,0.011165534312950967
bl_step_crossing__ni_k3_r1,L2,42151,797,0.01890821095584921
bl_step_crossing__ni_k3_r1,L3,32568,861,0.026436993367722917
bl_step_crossing__ni_k3_r1,L4,17383,586,0.03371109704884082
bl_step_crossing__ni_k3_r1,L5,41112,855,0.020796847635726794
bl_step_crossing__ni_k3_r1,R1,65498,899,0.013725609942288315
bl_step_crossing__ni_k3_r1,R2,58395,1080,0.018494734138196762
bl_step_crossing__ni_k3_r1,R3,48125,1218,0.02530909090909091
bl_step_crossing__ni_k3_r1,R4,31856,1001,0.03142265193370166
bl_step_crossing__ni_k3_r1,R5,40324,1022,0.025344707866283105
bl_step_crossing__ni_k3_r1,NA,0,0,
bl_step_crossing__ni_k3_r2,L1,56961,1299,0.022805077158055513
bl_step_crossing__ni_k3_r2,L2,42151,1275,0.030248392683447606
bl_step_crossing__ni_k3_r2,L3,32568,1269,0.038964627855563747
bl_step_crossing__ni_k3_r2,L4,17383,852,0.04901340390036242
bl_step_crossing__ni_k3_r2,L5,41112,1303,0.03169390932087955
bl_step_crossing__ni_k3_r2,R1,65498,1648,0.025161073620568568
bl_step_crossing__ni_k3_r2,R2,58395,1683,0.028820960698689956
bl_step_crossing__ni_k3_r2,R3,48125,1732,0.03598961038961039
bl_step_crossing__ni_k3_r2,R4,31856,1396,0.04382219989954796
bl_step_crossing__ni_k3_r2,R5,40324,1506,0.03734748536851503
bl_step_crossing__ni_k3_r2,NA,0,0,
bl_step_crossing__ni_k3_r4,L1,56961,2472,0.04339811449939432
bl_step_crossing__ni_k3_r4,L2,42151,2175,0.05160019928352827
bl_step_crossing__ni_k3_r4,L3,32568,1956,0.06005895357406043
bl_step_crossing__ni_k3_r4,L4,17383,1339,0.07702928148190762
bl_step_crossing__ni_k3_r4,L5,41112,2157,0.052466433158201986
bl_step_crossing__ni_k3_r4,R1,65498,3054,0.04662737793520413
bl_step_crossing__ni_k3_r4,R2,58395,2767,0.047384193852213374
bl_step_crossing__ni_k3_r4,R3,48125,2750,0.05714285714285714
bl_step_crossing__ni_k3_r4,R4,31856,2149,0.06745981918633852
bl_step_crossing__ni_k3_r4,R5,40324,2397,0.05944350758853288
bl_step_crossing__ni_k3_r4,NA,0,0,
bl_step_crossing__ni_k5_r1,L1,56961,71,0.0012464668808482998
bl_step_crossing__ni_k5_r1,L2,42151,317,0.007520580769139522
bl_step_crossing__ni_k5_r1,L3,32568,508,0.01559813313682142
bl_step_crossing__ni_k5_r1,L4,17383,323,0.01858137260541909
bl_step_crossing__ni_k5_r1,L5,41112,391,0.0095106051761043
bl_step_crossing__ni_k5_r1,R1,65498,85,0.001297749549604568
bl_step_crossing__ni_k5_r1,R2,58395,536,0.009178868053771726
bl_step_crossing__ni_k5_r1,R3,48125,762,0.015833766233766235
bl_step_crossing__ni_k5_r1,R4,31856,627,0.01968232044198895
bl_step_crossing__ni_k5_r1,R5,40324,580,0.014383493701021724
bl_step_crossing__ni_k5_r1,NA,0,0,
bl_step_crossing__ni_k5_r2,L1,56961,149,0.002615824862625305
bl_step_crossing__ni_k5_r2,L2,42151,371,0.008801689165144361
bl_step_crossing__ni_k5_r2,L3,32568,560,0.01719479243429133
bl_step_crossing__ni_k5_r2,L4,17383,357,0.020537306563884253
bl_step_crossing__ni_k5_r2,L5,41112,438,0.010653823701109165
bl_step_crossing__ni_k5_r2,R1,65498,172,0.0026260343827292434
bl_step_crossing__ni_k5_r2,R2,58395,595,0.010189228529839884
bl_step_crossing__ni_k5_r2,R3,48125,821,0.01705974025974026
bl_step_crossing__ni_k5_r2,R4,31856,671,0.02106353591160221
bl_step_crossing__ni_k5_r2,R5,40324,627,0.015549052673345899
bl_step_crossing__ni_k5_r2,NA,0,0,
bl_step_crossing__ni_k5_r4,L1,56961,257,0.0045118589912396204
bl_step_crossing__ni_k5_r4,L2,42151,459,0.010889421366041138
bl_step_crossing__ni_k5_r4,L3,32568,644,0.01977401129943503
bl_step_crossing__ni_k5_r4,L4,17383,410,0.02358626244031525
bl_step_crossing__ni_k5_r4,L5,41112,551,0.013402412920801712
bl_step_crossing__ni_k5_r4,R1,65498,333,0.005084124706097896
bl_step_crossing__ni_k5_r4,R2,58395,717,0.01227844849730285
bl_step_crossing__ni_k5_r4,R3,48125,960,0.019948051948051947
bl_step_crossing__ni_k5_r4,R4,31856,772,0.024234053239578102
bl_step_crossing__ni_k5_r4,R5,40324,736,0.018252157524055155
bl_step_crossing__ni_k5_r4,NA,0,0,
bl_rate_q995__ni_k2_r1,L1,56961,3612,0.0634118080792121
bl_rate_q995__ni_k2_r1,L2,42151,2206,0.05233565039975327
bl_rate_q995__ni_k2_r1,L3,32568,1721,0.05284328174895603
bl_rate_q995__ni_k2_r1,L4,17383,1188,0.06834263360754761
bl_rate_q995__ni_k2_r1,L5,41112,2505,0.060931115002918854
bl_rate_q995__ni_k2_r1,R1,65498,4558,0.06958991114232496
bl_rate_q995__ni_k2_r1,R2,58395,2816,0.04822330678996489
bl_rate_q995__ni_k2_r1,R3,48125,2476,0.05144935064935065
bl_rate_q995__ni_k2_r1,R4,31856,2149,0.06745981918633852
bl_rate_q995__ni_k2_r1,R5,40324,3017,0.0748189663723837
bl_rate_q995__ni_k2_r1,NA,0,0,
bl_rate_q995__ni_k2_r2,L1,56961,5977,0.10493144432155334
bl_rate_q995__ni_k2_r2,L2,42151,4006,0.09503926359991459
bl_rate_q995__ni_k2_r2,L3,32568,3140,0.09641365757799067
bl_rate_q995__ni_k2_r2,L4,17383,2080,0.11965713628257493
bl_rate_q995__ni_k2_r2,L5,41112,4258,0.10357073360575987
bl_rate_q995__ni_k2_r2,R1,65498,7339,0.11204922287703441
bl_rate_q995__ni_k2_r2,R2,58395,5234,0.08963096155492765
bl_rate_q995__ni_k2_r2,R3,48125,4437,0.0921974025974026
bl_rate_q995__ni_k2_r2,R4,31856,3621,0.11366775489703666
bl_rate_q995__ni_k2_r2,R5,40324,4776,0.11844063088979268
bl_rate_q995__ni_k2_r2,NA,0,0,
bl_rate_q995__ni_k2_r4,L1,56961,9958,0.17482136900686435
bl_rate_q995__ni_k2_r4,L2,42151,7056,0.1673981637446324
bl_rate_q995__ni_k2_r4,L3,32568,5550,0.170412675018423
bl_rate_q995__ni_k2_r4,L4,17383,3513,0.20209399988494506
bl_rate_q995__ni_k2_r4,L5,41112,7256,0.17649348122202763
bl_rate_q995__ni_k2_r4,R1,65498,12013,0.1834101804635256
bl_rate_q995__ni_k2_r4,R2,58395,9233,0.15811285212775067
bl_rate_q995__ni_k2_r4,R3,48125,7863,0.163387012987013
bl_rate_q995__ni_k2_r4,R4,31856,6056,0.1901054746358614
bl_rate_q995__ni_k2_r4,R5,40324,7745,0.19206923916278146
bl_rate_q995__ni_k2_r4,NA,0,0,
bl_rate_q995__ni_k3_r1,L1,56961,1559,0.027369603763978862
bl_rate_q995__ni_k3_r1,L2,42151,694,0.016464615311617754
bl_rate_q995__ni_k3_r1,L3,32568,526,0.016150822893637926
bl_rate_q995__ni_k3_r1,L4,17383,427,0.024564229419547834
bl_rate_q995__ni_k3_r1,L5,41112,999,0.024299474605954465
bl_rate_q995__ni_k3_r1,R1,65498,1934,0.029527619163943936
bl_rate_q995__ni_k3_r1,R2,58395,834,0.014282044695607501
bl_rate_q995__ni_k3_r1,R3,48125,812,0.016872727272727272
bl_rate_q995__ni_k3_r1,R4,31856,823,0.02583500753390256
bl_rate_q995__ni_k3_r1,R5,40324,1493,0.037025096716595575
bl_rate_q995__ni_k3_r1,NA,0,0,
bl_rate_q995__ni_k3_r2,L1,56961,2212,0.038833587893470974
bl_rate_q995__ni_k3_r2,L2,42151,1172,0.02780479703921615
bl_rate_q995__ni_k3_r2,L3,32568,940,0.028862687300417588
bl_rate_q995__ni_k3_r2,L4,17383,699,0.040211701087269174
bl_rate_q995__ni_k3_r2,L5,41112,1453,0.03534247908153337
bl_rate_q995__ni_k3_r2,R1,65498,2666,0.04070353293230328
bl_rate_q995__ni_k3_r2,R2,58395,1436,0.02459114650226903
bl_rate_q995__ni_k3_r2,R3,48125,1331,0.027657142857142856
bl_rate_q995__ni_k3_r2,R4,31856,1223,0.038391511803114016
bl_rate_q995__ni_k3_r2,R5,40324,1983,0.04917666898125186
bl_rate_q995__ni_k3_r2,NA,0,0,
bl_rate_q995__ni_k3_r4,L1,56961,3357,0.05893506083109496
bl_rate_q995__ni_k3_r4,L2,42151,2080,0.049346397475741974
bl_rate_q995__ni_k3_r4,L3,32568,1635,0.05020265291083272
bl_rate_q995__ni_k3_r4,L4,17383,1181,0.06793994132198125
bl_rate_q995__ni_k3_r4,L5,41112,2313,0.05626094570928196
bl_rate_q995__ni_k3_r4,R1,65498,4043,0.06172707563589728
bl_rate_q995__ni_k3_r4,R2,58395,2526,0.04325712817878243
bl_rate_q995__ni_k3_r4,R3,48125,2353,0.048893506493506496
bl_rate_q995__ni_k3_r4,R4,31856,1975,0.06199773982923154
bl_rate_q995__ni_k3_r4,R5,40324,2853,0.07075190953278444
bl_rate_q995__ni_k3_r4,NA,0,0,
bl_rate_q995__ni_k5_r1,L1,56961,1000,0.017555871561243656
bl_rate_q995__ni_k5_r1,L2,42151,213,0.005053260895352424
bl_rate_q995__ni_k5_r1,L3,32568,169,0.005189142716777204
bl_rate_q995__ni_k5_r1,L4,17383,160,0.00920439509865961
bl_rate_q995__ni_k5_r1,L5,41112,535,0.01301323214633197
bl_rate_q995__ni_k5_r1,R1,65498,1129,0.017237167547100675
bl_rate_q995__ni_k5_r1,R2,58395,283,0.004846305334360819
bl_rate_q995__ni_k5_r1,R3,48125,350,0.007272727272727273
bl_rate_q995__ni_k5_r1,R4,31856,440,0.013812154696132596
bl_rate_q995__ni_k5_r1,R5,40324,1044,0.025890288661839102
bl_rate_q995__ni_k5_r1,NA,0,0,
bl_rate_q995__ni_k5_r2,L1,56961,1077,0.01890767367145942
bl_rate_q995__ni_k5_r2,L2,42151,268,0.006358093520912909
bl_rate_q995__ni_k5_r2,L3,32568,222,0.0068165070007369195
bl_rate_q995__ni_k5_r2,L4,17383,196,0.011275383995858023
bl_rate_q995__ni_k5_r2,L5,41112,583,0.014180774469741194
bl_rate_q995__ni_k5_r2,R1,65498,1215,0.018550184738465297
bl_rate_q995__ni_k5_r2,R2,58395,344,0.0058909153180923025
bl_rate_q995__ni_k5_r2,R3,48125,409,0.008498701298701299
bl_rate_q995__ni_k5_r2,R4,31856,484,0.015193370165745856
bl_rate_q995__ni_k5_r2,R5,40324,1089,0.027006249380021823
bl_rate_q995__ni_k5_r2,NA,0,0,
bl_rate_q995__ni_k5_r4,L1,56961,1184,0.020786151928512492
bl_rate_q995__ni_k5_r4,L2,42151,357,0.00846954995136533
bl_rate_q995__ni_k5_r4,L3,32568,308,0.009457135838860231
bl_rate_q995__ni_k5_r4,L4,17383,248,0.014266812402922395
bl_rate_q995__ni_k5_r4,L5,41112,699,0.017002335084646818
bl_rate_q995__ni_k5_r4,R1,65498,1373,0.02096247213655379
bl_rate_q995__ni_k5_r4,R2,58395,470,0.008048634300881924
bl_rate_q995__ni_k5_r4,R3,48125,551,0.01144935064935065
bl_rate_q995__ni_k5_r4,R4,31856,586,0.018395278754394777
bl_rate_q995__ni_k5_r4,R5,40324,1196,0.029659755976589625
bl_rate_q995__ni_k5_r4,NA,0,0,
bl_rate_q990__ni_k2_r1,L1,56961,3867,0.06788855532732922
bl_rate_q990__ni_k2_r1,L2,42151,2266,0.05375910417309198
bl_rate_q990__ni_k2_r1,L3,32568,1757,0.05394866126258904
bl_rate_q990__ni_k2_r1,L4,17383,1239,0.07127653454524535
bl_rate_q990__ni_k2_r1,L5,41112,2691,0.0654553415061296
bl_rate_q990__ni_k2_r1,R1,65498,4989,0.07617026474090811
bl_rate_q990__ni_k2_r1,R2,58395,2927,0.05012415446527956
bl_rate_q990__ni_k2_r1,R3,48125,2558,0.05315324675324675
bl_rate_q990__ni_k2_r1,R4,31856,2260,0.0709442491210447
bl_rate_q990__ni_k2_r1,R5,40324,3240,0.08034917170915584
bl_rate_q990__ni_k2_r1,NA,0,0,
bl_rate_q990__ni_k2_r2,L1,56961,6222,0.10923263285405804
bl_rate_q990__ni_k2_r2,L2,42151,4063,0.09639154468458637
bl_rate_q990__ni_k2_r2,L3,32568,3174,0.09745762711864407
bl_rate_q990__ni_k2_r2,L4,17383,2129,0.12247598228153944
bl_rate_q990__ni_k2_r2,L5,41112,4432,0.10780307452811831
bl_rate_q990__ni_k2_r2,R1,65498,7739,0.11815627958105591
bl_rate_q990__ni_k2_r2,R2,58395,5338,0.09141193595342068
bl_rate_q990__ni_k2_r2,R3,48125,4514,0.0937974025974026
bl_rate_q990__ni_k2_r2,R4,31856,3723,0.11686966348568559
bl_rate_q990__ni_k2_r2,R5,40324,4986,0.12364844757464537
bl_rate_q990__ni_k2_r2,NA,0,0,
bl_rate_q990__ni_k2_r4,L1,56961,10180,0.17871877249346044
bl_rate_q990__ni_k2_r4,L2,42151,7108,0.16863182368152593
bl_rate_q990__ni_k2_r4,L3,32568,5583,0.1714259395725866
bl_rate_q990__ni_k2_r4,L4,17383,3555,0.2045101535983432
bl_rate_q990__ni_k2_r4,L5,41112,7410,0.1802393461762989
bl_rate_q990__ni_k2_r4,R1,65498,12365,0.18878439036306452
bl_rate_q990__ni_k2_r4,R2,58395,9326,0.15970545423409538
bl_rate_q990__ni_k2_r4,R3,48125,7933,0.16484155844155843
bl_rate_q990__ni_k2_r4,R4,31856,6150,0.19305625313912606
bl_rate_q990__ni_k2_r4,R5,40324,7934,0.1967562741791489
bl_rate_q990__ni_k2_r4,NA,0,0,
bl_rate_q990__ni_k3_r1,L1,56961,1821,0.0319692421130247
bl_rate_q990__ni_k3_r1,L2,42151,754,0.017888069084956465
bl_rate_q990__ni_k3_r1,L3,32568,562,0.01725620240727094
bl_rate_q990__ni_k3_r1,L4,17383,481,0.027670712765345454
bl_rate_q990__ni_k3_r1,L5,41112,1190,0.028945320101187
bl_rate_q990__ni_k3_r1,R1,65498,2378,0.0363064521054078
bl_rate_q990__ni_k3_r1,R2,58395,949,0.01625139138624882
bl_rate_q990__ni_k3_r1,R3,48125,896,0.01861818181818182
bl_rate_q990__ni_k3_r1,R4,31856,938,0.029445002511300854
bl_rate_q990__ni_k3_r1,R5,40324,1721,0.042679297688721356
bl_rate_q990__ni_k3_r1,NA,0,0,
bl_rate_q990__ni_k3_r2,L1,56961,2472,0.04339811449939432
bl_rate_q990__ni_k3_r2,L2,42151,1232,0.02922825081255486
bl_rate_q990__ni_k3_r2,L3,32568,976,0.029968066814050603
bl_rate_q990__ni_k3_r2,L4,17383,753,0.043318184433066786
bl_rate_q990__ni_k3_r2,L5,41112,1643,0.03996400077836155
bl_rate_q990__ni_k3_r2,R1,65498,3104,0.047390760023206815
bl_rate_q990__ni_k3_r2,R2,58395,1549,0.026526243685247024
bl_rate_q990__ni_k3_r2,R3,48125,1413,0.029361038961038963
bl_rate_q990__ni_k3_r2,R4,31856,1334,0.041875941737820194
bl_rate_q990__ni_k3_r2,R5,40324,2209,0.05478127169923619
bl_rate_q990__ni_k3_r2,NA,0,0,
bl_rate_q990__ni_k3_r4,L1,56961,3612,0.0634118080792121
bl_rate_q990__ni_k3_r4,L2,42151,2138,0.050722402789969395
bl_rate_q990__ni_k3_r4,L3,32568,1670,0.051277327437975924
bl_rate_q990__ni_k3_r4,L4,17383,1231,0.07081631479031238
bl_rate_q990__ni_k3_r4,L5,41112,2498,0.060760848414088346
bl_rate_q990__ni_k3_r4,R1,65498,4461,0.06810894989159974
bl_rate_q990__ni_k3_r4,R2,58395,2632,0.04507235208493878
bl_rate_q990__ni_k3_r4,R3,48125,2432,0.05053506493506493
bl_rate_q990__ni_k3_r4,R4,31856,2080,0.06529382219989954
bl_rate_q990__ni_k3_r4,R5,40324,3072,0.07618291836127368
bl_rate_q990__ni_k3_r4,NA,0,0,
bl_rate_q990__ni_k5_r1,L1,56961,1264,0.022190621653411985
bl_rate_q990__ni_k5_r1,L2,42151,274,0.00650043889824678
bl_rate_q990__ni_k5_r1,L3,32568,206,0.006325227216900025
bl_rate_q990__ni_k5_r1,L4,17383,217,0.012483460852557096
bl_rate_q990__ni_k5_r1,L5,41112,728,0.017707725238373224
bl_rate_q990__ni_k5_r1,R1,65498,1578,0.024092338697364806
bl_rate_q990__ni_k5_r1,R2,58395,398,0.00681565202500214
bl_rate_q990__ni_k5_r1,R3,48125,434,0.009018181818181818
bl_rate_q990__ni_k5_r1,R4,31856,557,0.017484932194876946
bl_rate_q990__ni_k5_r1,R5,40324,1272,0.03154448963396488
bl_rate_q990__ni_k5_r1,NA,0,0,
bl_rate_q990__ni_k5_r2,L1,56961,1341,0.023542423763627744
bl_rate_q990__ni_k5_r2,L2,42151,329,0.007805271523807264
bl_rate_q990__ni_k5_r2,L3,32568,259,0.00795259150085974
bl_rate_q990__ni_k5_r2,L4,17383,253,0.014554449749755508
bl_rate_q990__ni_k5_r2,L5,41112,776,0.018875267561782448
bl_rate_q990__ni_k5_r2,R1,65498,1664,0.025405355888729428
bl_rate_q990__ni_k5_r2,R2,58395,459,0.007860262008733625
bl_rate_q990__ni_k5_r2,R3,48125,493,0.010244155844155844
bl_rate_q990__ni_k5_r2,R4,31856,601,0.018866147664490206
bl_rate_q990__ni_k5_r2,R5,40324,1317,0.0326604503521476
bl_rate_q990__ni_k5_r2,NA,0,0,
bl_rate_q990__ni_k5_r4,L1,56961,1448,0.025420902020680817
bl_rate_q990__ni_k5_r4,L2,42151,418,0.009916727954259685
bl_rate_q990__ni_k5_r4,L3,32568,345,0.01059322033898305
bl_rate_q990__ni_k5_r4,L4,17383,305,0.01754587815681988
bl_rate_q990__ni_k5_r4,L5,41112,892,0.021696828176688072
bl_rate_q990__ni_k5_r4,R1,65498,1819,0.027771840361537757
bl_rate_q990__ni_k5_r4,R2,58395,585,0.010017980991523246
bl_rate_q990__ni_k5_r4,R3,48125,635,0.013194805194805195
bl_rate_q990__ni_k5_r4,R4,31856,702,0.022036664992466096
bl_rate_q990__ni_k5_r4,R5,40324,1423,0.03528915782164468
bl_rate_q990__ni_k5_r4,NA,0,0,
bl_rate_q975__ni_k2_r1,L1,56961,4974,0.08732290514562595
bl_rate_q975__ni_k2_r1,L2,42151,2723,0.06460107708002183
bl_rate_q975__ni_k2_r1,L3,32568,2127,0.06530950626381725
bl_rate_q975__ni_k2_r1,L4,17383,1447,0.08324224817350284
bl_rate_q975__ni_k2_r1,L5,41112,3441,0.08369819030939872
bl_rate_q975__ni_k2_r1,R1,65498,6781,0.10352987877492442
bl_rate_q975__ni_k2_r1,R2,58395,4031,0.06902988269543625
bl_rate_q975__ni_k2_r1,R3,48125,3292,0.0684051948051948
bl_rate_q975__ni_k2_r1,R4,31856,2777,0.0871735308890005
bl_rate_q975__ni_k2_r1,R5,40324,4283,0.10621466124392422
bl_rate_q975__ni_k2_r1,NA,0,0,
bl_rate_q975__ni_k2_r2,L1,56961,7268,0.1275960745071189
bl_rate_q975__ni_k2_r2,L2,42151,4493,0.10659296339351379
bl_rate_q975__ni_k2_r2,L3,32568,3532,0.10845001228199459
bl_rate_q975__ni_k2_r2,L4,17383,2320,0.13346372893056435
bl_rate_q975__ni_k2_r2,L5,41112,5136,0.12492702860478692
bl_rate_q975__ni_k2_r2,R1,65498,9424,0.14388225594674647
bl_rate_q975__ni_k2_r2,R2,58395,6379,0.10923880469218256
